table,year,version,row,column,level,se,state
2,2012,Final,2007,Forest land,10432.7,66.6326530612245,WV
2,2012,Final,2007,Other rural land,304.5,41.1224489795918,WV
2,2012,Final,2007,Pastureland,1447.7,61.1734693877551,WV
2,2012,Final,2007,Rangeland,0,NA,WV
2,2012,Final,2007,Total rural land,12937.5,32.8571428571429,WV
2,2012,Final,2012,Cropland,719.1,45.8673469387755,WV
2,2012,Final,2012,CRP land,0,NA,WV
2,2012,Final,2012,Forest land,10429,75.8163265306122,WV
2,2012,Final,2012,Other rural land,341.6,44.5918367346939,WV
2,2012,Final,2012,Pastureland,1424.1,68.6734693877551,WV
2,2012,Final,2012,Rangeland,0,NA,WV
2,2012,Final,2012,Total rural land,12913.8,32.1938775510204,WV
2,2012,Final,1982,Cropland,11467.4,146.326530612245,WI
2,2012,Final,1982,CRP land,NA,NA,WI
2,2012,Final,1982,Forest land,14275.5,119.744897959184,WI
2,2012,Final,1982,Other rural land,1574.2,69.6428571428571,WI
2,2012,Final,1982,Pastureland,3552.5,94.5408163265306,WI
2,2012,Final,1982,Rangeland,0,NA,WI
2,2012,Final,1982,Total rural land,30869.6,56.7857142857143,WI
2,2012,Final,1987,Cropland,11340.2,159.183673469388,WI
2,2012,Final,1987,CRP land,218.1,NA,WI
2,2012,Final,1987,Forest land,14364.3,122.551020408163,WI
2,2012,Final,1987,Other rural land,1595.5,70.5102040816327,WI
2,2012,Final,1987,Pastureland,3228.9,102.5,WI
2,2012,Final,1987,Rangeland,0,NA,WI
2,2012,Final,1987,Total rural land,30747,60.2551020408163,WI
2,2012,Final,1992,Cropland,10835.3,148.112244897959,WI
2,2012,Final,1992,CRP land,660.1,NA,WI
2,2012,Final,1992,Forest land,14378,121.683673469388,WI
2,2012,Final,1992,Other rural land,1598.5,67.9081632653061,WI
2,2012,Final,1992,Pastureland,3123.9,108.571428571429,WI
2,2012,Final,1992,Rangeland,0,NA,WI
2,2012,Final,1992,Total rural land,30595.8,61.9897959183673,WI
2,2012,Final,1997,Cropland,10606.6,155.969387755102,WI
2,2012,Final,1997,CRP land,661.9,NA,WI
2,2012,Final,1997,Forest land,14479.6,134.183673469388,WI
2,2012,Final,1997,Other rural land,1612.7,65.8163265306122,WI
2,2012,Final,1997,Pastureland,3054.4,108.724489795918,WI
2,2012,Final,1997,Rangeland,0,NA,WI
2,2012,Final,1997,Total rural land,30415.2,66.3265306122449,WI
2,2012,Final,2002,Cropland,10273.2,145.102040816327,WI
2,2012,Final,2002,CRP land,602.7,NA,WI
2,2012,Final,2002,Forest land,14595.7,137.857142857143,WI
2,2012,Final,2002,Other rural land,1682.9,78.2142857142857,WI
2,2012,Final,2002,Pastureland,3113.8,119.795918367347,WI
2,2012,Final,2002,Rangeland,0,NA,WI
2,2012,Final,2002,Total rural land,30268.3,74.1836734693878,WI
2,2012,Final,2007,Cropland,10160.4,149.897959183673,WI
2,2012,Final,2007,CRP land,524.2,NA,WI
2,2012,Final,2007,Forest land,14690.1,141.377551020408,WI
2,2012,Final,2007,Other rural land,1666.5,75.1530612244898,WI
2,2012,Final,2007,Pastureland,3079.7,112.448979591837,WI
2,2012,Final,2007,Rangeland,0,NA,WI
2,2012,Final,2007,Total rural land,30120.9,78.5714285714286,WI
2,2012,Final,2012,Cropland,10364.9,145.612244897959,WI
2,2012,Final,2012,CRP land,297.2,NA,WI
2,2012,Final,2012,Forest land,14697.9,140.30612244898,WI
2,2012,Final,2012,Other rural land,1656.6,76.734693877551,WI
2,2012,Final,2012,Pastureland,3027.2,107.5,WI
2,2012,Final,2012,Rangeland,0,NA,WI
2,2012,Final,2012,Total rural land,30043.8,80.3061224489796,WI
2,2012,Final,1982,Cropland,2523.9,154.69387755102,WY
2,2012,Final,1982,CRP land,NA,NA,WY
2,2012,Final,1982,Forest land,1079,144.540816326531,WY
2,2012,Final,1982,Other rural land,474.5,101.122448979592,WY
2,2012,Final,1982,Pastureland,738.5,184.69387755102,WY
2,2012,Final,1982,Rangeland,27277.8,214.285714285714,WY
2,2012,Final,1982,Total rural land,32093.7,33.5714285714286,WY
2,2012,Final,1987,Cropland,2361,167.857142857143,WY
2,2012,Final,1987,CRP land,129,NA,WY
2,2012,Final,1987,Forest land,1082.6,143.673469387755,WY
2,2012,Final,1987,Other rural land,475.1,100.663265306122,WY
2,2012,Final,1987,Pastureland,835.1,186.581632653061,WY
2,2012,Final,1987,Rangeland,27165.9,222.755102040816,WY
2,2012,Final,1987,Total rural land,32048.7,35.6632653061225,WY
2,2012,Final,1992,Cropland,2200,169.69387755102,WY
2,2012,Final,1992,CRP land,251.4,NA,WY
2,2012,Final,1992,Forest land,1086.2,143.877551020408,WY
2,2012,Final,1992,Other rural land,524.6,118.010204081633,WY
2,2012,Final,1992,Pastureland,919.1,193.673469387755,WY
2,2012,Final,1992,Rangeland,27007.3,235.051020408163,WY
2,2012,Final,1992,Total rural land,31988.6,36.7857142857143,WY
2,2012,Final,1997,Cropland,2131.9,173.418367346939,WY
2,2012,Final,1997,CRP land,246.9,NA,WY
2,2012,Final,1997,Forest land,1078.5,141.275510204082,WY
2,2012,Final,1997,Other rural land,426.4,87.8061224489796,WY
2,2012,Final,1997,Pastureland,1066.4,206.989795918367,WY
2,2012,Final,1997,Rangeland,26992.6,239.897959183673,WY
2,2012,Final,1997,Total rural land,31942.7,38.7244897959184,WY
2,2012,Final,2002,Cropland,2205.2,153.928571428571,WY
2,2012,Final,2002,CRP land,279.6,NA,WY
2,2012,Final,2002,Forest land,1077.4,125.459183673469,WY
2,2012,Final,2002,Other rural land,414.4,101.530612244898,WY
2,2012,Final,2002,Pastureland,790.5,158.979591836735,WY
2,2012,Final,2002,Rangeland,27173.2,215.255102040816,WY
2,2012,Final,2002,Total rural land,31940.3,39.234693877551,WY
2,2012,Final,2007,Cropland,2148.3,145.408163265306,WY
2,2012,Final,2007,CRP land,282.9,NA,WY
2,2012,Final,2007,Forest land,1079.3,126.734693877551,WY
2,2012,Final,2007,Other rural land,423.7,105.15306122449,WY
2,2012,Final,2007,Pastureland,733.3,163.163265306122,WY
2,2012,Final,2007,Rangeland,27168.4,222.397959183673,WY
2,2012,Final,2007,Total rural land,31835.9,61.4285714285714,WY
2,2012,Final,2012,Cropland,2159.5,151.938775510204,WY
2,2012,Final,2012,CRP land,196.5,NA,WY
2,2012,Final,2012,Forest land,1083.5,126.581632653061,WY
2,2012,Final,2012,Other rural land,489.8,113.265306122449,WY
2,2012,Final,2012,Pastureland,809.9,164.795918367347,WY
2,2012,Final,2012,Rangeland,27073.2,224.795918367347,WY
2,2012,Final,2012,Total rural land,31812.4,62.1938775510204,WY
2,2015,Final,1982,Cropland,4464.7,90.2551020408163,AL
2,2015,Final,1982,CRP land,NA,NA,AL
2,2015,Final,1982,Forest land,20876.8,94.0816326530612,AL
2,2015,Final,1982,Other rural land,523.5,37.3469387755102,AL
2,2015,Final,1982,Pastureland,3793.9,95.1020408163265,AL
2,2015,Final,1982,Rangeland,53.7,24.1326530612245,AL
2,2015,Final,1982,Total rural land,29712.6,57.5510204081633,AL
2,2015,Final,1987,Cropland,3944.7,95.8673469387755,AL
2,2015,Final,1987,CRP land,207.5,NA,AL
2,2015,Final,1987,Forest land,21160.9,92.3979591836735,AL
2,2015,Final,1987,Other rural land,491.2,37.7551020408163,AL
2,2015,Final,1987,Pastureland,3643.8,80.5612244897959,AL
2,2015,Final,1987,Rangeland,52.8,23.265306122449,AL
2,2015,Final,1987,Total rural land,29500.9,59.6428571428571,AL
2,2015,Final,1992,Cropland,3126.2,98.1632653061225,AL
2,2015,Final,1992,CRP land,535.2,NA,AL
2,2015,Final,1992,Forest land,21250.7,96.7857142857143,AL
2,2015,Final,1992,Other rural land,611.7,43.265306122449,AL
2,2015,Final,1992,Pastureland,3753.3,75.2551020408163,AL
2,2015,Final,1992,Rangeland,52.7,23.265306122449,AL
2,2015,Final,1992,Total rural land,29329.8,63.5204081632653,AL
2,2015,Final,1997,Cropland,2915.5,107.091836734694,AL
2,2015,Final,1997,CRP land,522.2,NA,AL
2,2015,Final,1997,Forest land,21325.9,102.34693877551,AL
2,2015,Final,1997,Other rural land,590.9,40.2551020408163,AL
2,2015,Final,1997,Pastureland,3558,68.5714285714286,AL
2,2015,Final,1997,Rangeland,53.8,23.8265306122449,AL
2,2015,Final,1997,Total rural land,28966.3,71.3265306122449,AL
2,2015,Final,2002,Cropland,2508.5,93.3673469387755,AL
2,2015,Final,2002,CRP land,504.6,NA,AL
2,2015,Final,2002,Forest land,21550.4,127.65306122449,AL
2,2015,Final,2002,Other rural land,505.8,42.5,AL
2,2015,Final,2002,Pastureland,3452.2,99.3367346938775,AL
2,2015,Final,2002,Rangeland,50.7,55.5612244897959,AL
2,2015,Final,2002,Total rural land,28572.2,77.3979591836735,AL
2,2015,Final,2007,Cropland,2200.2,92.1428571428571,AL
2,2015,Final,2007,CRP land,459.8,NA,AL
2,2015,Final,2007,Forest land,21668.5,133.877551020408,AL
2,2015,Final,2007,Other rural land,554.6,46.0204081632653,AL
2,2015,Final,2007,Pastureland,3434.9,90.4591836734694,AL
2,2015,Final,2007,Rangeland,50.7,55.5612244897959,AL
2,2015,Final,2007,Total rural land,28368.7,84.1326530612245,AL
2,2015,Final,2012,Cropland,2217,96.4285714285714,AL
2,2015,Final,2012,CRP land,329.2,NA,AL
2,2015,Final,2012,Forest land,21787.8,134.744897959184,AL
2,2015,Final,2012,Other rural land,591.6,43.7755102040816,AL
2,2015,Final,2012,Pastureland,3302.9,89.7448979591837,AL
2,2015,Final,2012,Rangeland,50.7,55.5612244897959,AL
2,2015,Final,2012,Total rural land,28279.2,85.765306122449,AL
2,2015,Final,2015,Cropland,2274.9,99.0816326530612,AL
2,2015,Final,2015,CRP land,225.6,NA,AL
2,2015,Final,2015,Forest land,21887.4,134.387755102041,AL
2,2015,Final,2015,Other rural land,591.6,43.469387755102,AL
2,2015,Final,2015,Pastureland,3220.2,95.5102040816327,AL
2,2015,Final,2015,Rangeland,50.7,55.5612244897959,AL
2,2015,Final,2015,Total rural land,28250.4,85.765306122449,AL
2,2015,Final,1982,Cropland,1253,74.7959183673469,AZ
2,2015,Final,1982,CRP land,NA,NA,AZ
2,2015,Final,1982,Forest land,4572.6,439.84693877551,AZ
2,2015,Final,1982,Other rural land,1711.8,294.489795918367,AZ
2,2015,Final,1982,Pastureland,83.6,25.7142857142857,AZ
2,2015,Final,1982,Rangeland,33366.4,523.775510204082,AZ
2,2015,Final,1982,Total rural land,40987.4,138.061224489796,AZ
2,2015,Final,1987,Cropland,1234.6,74.234693877551,AZ
2,2015,Final,1987,CRP land,0,NA,AZ
2,2015,Final,1987,Forest land,4553.8,439.183673469388,AZ
2,2015,Final,1987,Other rural land,1784.4,303.418367346939,AZ
2,2015,Final,1987,Pastureland,76.6,20.5102040816327,AZ
2,2015,Final,1987,Rangeland,33395.7,533.826530612245,AZ
2,2015,Final,1987,Total rural land,41045.1,146.275510204082,AZ
2,2015,Final,1992,Cropland,1199.9,75.9183673469388,AZ
2,2015,Final,1992,CRP land,0,NA,AZ
2,2015,Final,1992,Forest land,4434.9,449.795918367347,AZ
2,2015,Final,1992,Other rural land,1801.6,290.714285714286,AZ
2,2015,Final,1992,Pastureland,83.3,18.3673469387755,AZ
2,2015,Final,1992,Rangeland,33796,545.663265306122,AZ
2,2015,Final,1992,Total rural land,41315.7,150.714285714286,AZ
2,2015,Final,1997,Cropland,1199.8,72.7551020408163,AZ
2,2015,Final,1997,CRP land,0,NA,AZ
2,2015,Final,1997,Forest land,4358.6,455.102040816327,AZ
2,2015,Final,1997,Other rural land,1951.4,283.163265306122,AZ
2,2015,Final,1997,Pastureland,74.6,17.6020408163265,AZ
2,2015,Final,1997,Rangeland,33630.1,557.959183673469,AZ
2,2015,Final,1997,Total rural land,41214.5,157.857142857143,AZ
2,2015,Final,2002,Cropland,945.7,65.1020408163265,AZ
2,2015,Final,2002,CRP land,0,NA,AZ
2,2015,Final,2002,Forest land,4230.9,447.857142857143,AZ
2,2015,Final,2002,Other rural land,1893,278.622448979592,AZ
2,2015,Final,2002,Pastureland,66.5,27.0408163265306,AZ
2,2015,Final,2002,Rangeland,33634,582.34693877551,AZ
2,2015,Final,2002,Total rural land,40770.1,176.938775510204,AZ
2,2015,Final,2007,Cropland,916,67.2448979591837,AZ
2,2015,Final,2007,CRP land,0,NA,AZ
2,2015,Final,2007,Forest land,4190.4,449.336734693878,AZ
2,2015,Final,2007,Other rural land,1910.3,270.765306122449,AZ
2,2015,Final,2007,Pastureland,58.1,29.4897959183673,AZ
2,2015,Final,2007,Rangeland,33479.5,569.183673469388,AZ
2,2015,Final,2007,Total rural land,40554.3,196.479591836735,AZ
2,2015,Final,2012,Cropland,900.5,60.9183673469388,AZ
2,2015,Final,2012,CRP land,0,NA,AZ
2,2015,Final,2012,Forest land,4179.4,446.581632653061,AZ
2,2015,Final,2012,Other rural land,1910.9,274.540816326531,AZ
2,2015,Final,2012,Pastureland,46.7,22.5510204081633,AZ
2,2015,Final,2012,Rangeland,33398.3,578.214285714286,AZ
2,2015,Final,2012,Total rural land,40435.8,209.69387755102,AZ
2,2015,Final,2015,Cropland,898.2,62.0408163265306,AZ
2,2015,Final,2015,CRP land,0,NA,AZ
2,2015,Final,2015,Forest land,4179.1,446.632653061224,AZ
2,2015,Final,2015,Other rural land,1947.4,271.173469387755,AZ
2,2015,Final,2015,Pastureland,44.4,22.5,AZ
2,2015,Final,2015,Rangeland,33341.4,572.755102040816,AZ
2,2015,Final,2015,Total rural land,40410.5,212.908163265306,AZ
2,2015,Final,1982,Cropland,8043.3,223.418367346939,AR
2,2015,Final,1982,CRP land,NA,NA,AR
2,2015,Final,1982,Forest land,14874.2,230.969387755102,AR
2,2015,Final,1982,Other rural land,315.6,22.8061224489796,AR
2,2015,Final,1982,Pastureland,5575.1,165.102040816327,AR
2,2015,Final,1982,Rangeland,17.1,29.1836734693878,AR
2,2015,Final,1982,Total rural land,28825.3,51.0714285714286,AR
2,2015,Final,1987,Cropland,7917.7,220.255102040816,AR
2,2015,Final,1987,CRP land,91.5,NA,AR
2,2015,Final,1987,Forest land,14833.1,232.142857142857,AR
2,2015,Final,1987,Other rural land,327.8,21.530612244898,AR
2,2015,Final,1987,Pastureland,5556.6,163.622448979592,AR
2,2015,Final,1987,Rangeland,17.1,29.1836734693878,AR
2,2015,Final,1987,Total rural land,28743.8,53.4183673469388,AR
2,2015,Final,1992,Cropland,7667.2,221.938775510204,AR
2,2015,Final,1992,CRP land,232.8,NA,AR
2,2015,Final,1992,Forest land,14872.7,232.142857142857,AR
2,2015,Final,1992,Other rural land,340.4,21.1224489795918,AR
2,2015,Final,1992,Pastureland,5493.3,164.387755102041,AR
2,2015,Final,1992,Rangeland,11.4,26.4795918367347,AR
2,2015,Final,1992,Total rural land,28617.8,55.3571428571429,AR
2,2015,Final,1997,Cropland,7582.4,217.908163265306,AR
2,2015,Final,1997,CRP land,230.4,NA,AR
2,2015,Final,1997,Forest land,14940.9,234.285714285714,AR
2,2015,Final,1997,Other rural land,364.5,25.3571428571429,AR
2,2015,Final,1997,Pastureland,5275.3,149.438775510204,AR
2,2015,Final,1997,Rangeland,11.4,26.4795918367347,AR
2,2015,Final,1997,Total rural land,28404.9,57.8061224489796,AR
2,2015,Final,2002,Cropland,7500.1,243.418367346939,AR
2,2015,Final,2002,CRP land,146.8,NA,AR
2,2015,Final,2002,Forest land,14920.3,240.918367346939,AR
2,2015,Final,2002,Other rural land,379.8,30.6122448979592,AR
2,2015,Final,2002,Pastureland,5252.1,156.326530612245,AR
2,2015,Final,2002,Rangeland,17.3,25.6632653061224,AR
2,2015,Final,2002,Total rural land,28216.4,61.1224489795918,AR
2,2015,Final,2007,Cropland,7282.2,219.795918367347,AR
2,2015,Final,2007,CRP land,160.5,NA,AR
2,2015,Final,2007,Forest land,14997.1,253.061224489796,AR
2,2015,Final,2007,Other rural land,396,29.030612244898,AR
2,2015,Final,2007,Pastureland,5263.2,165.612244897959,AR
2,2015,Final,2007,Rangeland,17.3,25.6632653061224,AR
2,2015,Final,2007,Total rural land,28116.3,63.9795918367347,AR
2,2015,Final,2012,Cropland,7160.5,224.591836734694,AR
2,2015,Final,2012,CRP land,124.7,NA,AR
2,2015,Final,2012,Forest land,15044.9,253.979591836735,AR
2,2015,Final,2012,Other rural land,384.2,30.5102040816327,AR
2,2015,Final,2012,Pastureland,5304.2,170.204081632653,AR
2,2015,Final,2012,Rangeland,20.5,25.4591836734694,AR
2,2015,Final,2012,Total rural land,28039,65.6122448979592,AR
2,2015,Final,2015,Cropland,7133.5,224.540816326531,AR
2,2015,Final,2015,CRP land,79.7,NA,AR
2,2015,Final,2015,Forest land,15074.8,256.785714285714,AR
2,2015,Final,2015,Other rural land,420.7,35.4591836734694,AR
2,2015,Final,2015,Pastureland,5298,175.969387755102,AR
2,2015,Final,2015,Rangeland,20.5,25.4591836734694,AR
2,2015,Final,2015,Total rural land,28027.2,64.3877551020408,AR
2,2015,Final,1982,Cropland,10525,299.183673469388,CA
2,2015,Final,1982,CRP land,NA,NA,CA
2,2015,Final,1982,Forest land,14812.4,343.010204081633,CA
2,2015,Final,1982,Other rural land,1982.8,279.897959183673,CA
2,2015,Final,1982,Pastureland,1278,113.520408163265,CA
2,2015,Final,1982,Rangeland,21110.7,511.836734693878,CA
2,2015,Final,1982,Total rural land,49708.9,178.367346938776,CA
2,2015,Final,1987,Cropland,10232.6,317.551020408163,CA
2,2015,Final,1987,CRP land,97.3,NA,CA
2,2015,Final,1987,Forest land,14841.6,358.928571428571,CA
2,2015,Final,1987,Other rural land,2015.1,290.561224489796,CA
2,2015,Final,1987,Pastureland,1379.5,134.540816326531,CA
2,2015,Final,1987,Rangeland,20851,541.632653061224,CA
2,2015,Final,1987,Total rural land,49417.1,185.408163265306,CA
2,2015,Final,1992,Cropland,10070.1,309.897959183673,CA
2,2015,Final,1992,CRP land,164.3,NA,CA
2,2015,Final,1992,Forest land,14633.8,366.428571428571,CA
2,2015,Final,1992,Other rural land,2085.1,293.724489795918,CA
2,2015,Final,1992,Pastureland,1082.5,121.581632653061,CA
2,2015,Final,1992,Rangeland,20278.6,519.69387755102,CA
2,2015,Final,1992,Total rural land,48314.4,190.15306122449,CA
2,2015,Final,1997,Cropland,9719.4,320.30612244898,CA
2,2015,Final,1997,CRP land,173,NA,CA
2,2015,Final,1997,Forest land,14446.1,354.387755102041,CA
2,2015,Final,1997,Other rural land,2177.8,286.428571428571,CA
2,2015,Final,1997,Pastureland,1030.3,111.428571428571,CA
2,2015,Final,1997,Rangeland,20252.5,553.571428571429,CA
2,2015,Final,1997,Total rural land,47799.1,191.326530612245,CA
2,2015,Final,2002,Cropland,9499.7,311.071428571429,CA
2,2015,Final,2002,CRP land,210,NA,CA
2,2015,Final,2002,Forest land,14262,343.571428571429,CA
2,2015,Final,2002,Other rural land,2236.9,287.448979591837,CA
2,2015,Final,2002,Pastureland,1174.2,110.510204081633,CA
2,2015,Final,2002,Rangeland,19480.2,520.510204081633,CA
2,2015,Final,2002,Total rural land,46863,188.316326530612,CA
2,2015,Final,2007,Cropland,9253,319.438775510204,CA
2,2015,Final,2007,CRP land,130.6,NA,CA
2,2015,Final,2007,Forest land,14124.5,342.65306122449,CA
2,2015,Final,2007,Other rural land,2266.5,266.428571428571,CA
2,2015,Final,2007,Pastureland,1218,110.510204081633,CA
2,2015,Final,2007,Rangeland,19357.1,508.571428571429,CA
2,2015,Final,2007,Total rural land,46349.7,184.744897959184,CA
2,2015,Final,2012,Cropland,9200.1,324.591836734694,CA
2,2015,Final,2012,CRP land,21.3,NA,CA
2,2015,Final,2012,Forest land,14070.5,340.15306122449,CA
2,2015,Final,2012,Other rural land,2348.7,275.918367346939,CA
2,2015,Final,2012,Pastureland,1295.3,102.5,CA
2,2015,Final,2012,Rangeland,19192.8,516.632653061224,CA
2,2015,Final,2012,Total rural land,46128.7,184.897959183673,CA
2,2015,Final,2015,Cropland,9315.7,325.204081632653,CA
2,2015,Final,2015,CRP land,21.3,NA,CA
2,2015,Final,2015,Forest land,14060.8,339.897959183673,CA
2,2015,Final,2015,Other rural land,2378.6,285.765306122449,CA
2,2015,Final,2015,Pastureland,1277,112.295918367347,CA
2,2015,Final,2015,Rangeland,19010.6,512.142857142857,CA
2,2015,Final,2015,Total rural land,46064,183.163265306122,CA
2,2015,Final,1982,Cropland,399.9,14.3367346938776,PR
2,2015,Final,1982,CRP land,NA,NA,PR
2,2015,Final,1982,Forest land,534.7,20.1530612244898,PR
2,2015,Final,1982,Other rural land,45.4,6.27551020408163,PR
2,2015,Final,1982,Pastureland,761.7,21.7857142857143,PR
2,2015,Final,1982,Rangeland,151.5,9.33673469387755,PR
2,2015,Final,1982,Total rural land,1893.2,13.7755102040816,PR
2,2015,Final,1987,Cropland,372,14.234693877551,PR
2,2015,Final,1987,CRP land,0,NA,PR
2,2015,Final,1987,Forest land,536,20.2551020408163,PR
2,2015,Final,1987,Other rural land,51.7,6.02040816326531,PR
2,2015,Final,1987,Pastureland,747,20.4081632653061,PR
2,2015,Final,1987,Rangeland,147.2,9.48979591836735,PR
2,2015,Final,1987,Total rural land,1853.9,14.1836734693878,PR
2,2015,Final,1992,Cropland,357.8,15.8163265306122,PR
2,2015,Final,1992,CRP land,0,NA,PR
2,2015,Final,1992,Forest land,535,18.3163265306122,PR
2,2015,Final,1992,Other rural land,58.2,5.91836734693878,PR
2,2015,Final,1992,Pastureland,689.2,17.6020408163265,PR
2,2015,Final,1992,Rangeland,135.4,8.62244897959184,PR
2,2015,Final,1992,Total rural land,1775.6,15.3571428571429,PR
2,2015,Final,1997,Cropland,357.7,15.5102040816327,PR
2,2015,Final,1997,CRP land,0,NA,PR
2,2015,Final,1997,Forest land,654.9,20.1530612244898,PR
2,2015,Final,1997,Other rural land,60.8,6.83673469387755,PR
2,2015,Final,1997,Pastureland,455.4,14.6428571428571,PR
2,2015,Final,1997,Rangeland,134.5,9.48979591836735,PR
2,2015,Final,1997,Total rural land,1663.3,15.5612244897959,PR
2,2015,Final,2002,Cropland,343.4,19.3367346938775,PR
2,2015,Final,2002,CRP land,0,NA,PR
2,2015,Final,2002,Forest land,671.1,21.0204081632653,PR
2,2015,Final,2002,Other rural land,67.3,8.21428571428572,PR
2,2015,Final,2002,Pastureland,422.1,17.1938775510204,PR
2,2015,Final,2002,Rangeland,128.2,11.530612244898,PR
2,2015,Final,2002,Total rural land,1632.1,16.6326530612245,PR
2,2015,Final,2007,Cropland,262,21.5816326530612,PR
2,2015,Final,2007,CRP land,0,NA,PR
2,2015,Final,2007,Forest land,716.7,25,PR
2,2015,Final,2007,Other rural land,62.5,6.98979591836735,PR
2,2015,Final,2007,Pastureland,449.4,26.1734693877551,PR
2,2015,Final,2007,Rangeland,122,11.6836734693878,PR
2,2015,Final,2007,Total rural land,1612.6,17.7551020408163,PR
2,2015,Final,2012,Cropland,256.7,23.9795918367347,PR
2,2015,Final,2012,CRP land,0,NA,PR
2,2015,Final,2012,Forest land,810.4,26.6836734693878,PR
2,2015,Final,2012,Other rural land,49.1,8.26530612244898,PR
2,2015,Final,2012,Pastureland,360,25.8163265306122,PR
2,2015,Final,2012,Rangeland,118.6,11.5816326530612,PR
2,2015,Final,2012,Total rural land,1594.8,17.9081632653061,PR
2,2015,Final,2015,Cropland,252.3,25.1530612244898,PR
2,2015,Final,2015,CRP land,0,NA,PR
2,2015,Final,2015,Forest land,824.9,28.469387755102,PR
2,2015,Final,2015,Other rural land,47.7,8.57142857142857,PR
2,2015,Final,2015,Pastureland,349.7,23.0102040816327,PR
2,2015,Final,2015,Rangeland,118.5,11.6326530612245,PR
2,2015,Final,2015,Total rural land,1593.1,17.9081632653061,PR
2,2015,Final,1982,Cropland,10548.1,320.714285714286,CO
2,2015,Final,1982,CRP land,NA,NA,CO
2,2015,Final,1982,Forest land,3850.8,218.928571428571,CO
2,2015,Final,1982,Other rural land,652.1,79.6428571428571,CO
2,2015,Final,1982,Pastureland,1112.8,73.469387755102,CO
2,2015,Final,1982,Rangeland,25255.2,383.163265306122,CO
2,2015,Final,1982,Total rural land,41419,55.2040816326531,CO
2,2015,Final,1987,Cropland,9633.9,339.948979591837,CO
2,2015,Final,1987,CRP land,1113.7,NA,CO
2,2015,Final,1987,Forest land,3811.7,216.479591836735,CO
2,2015,Final,1987,Other rural land,694.9,88.1122448979592,CO
2,2015,Final,1987,Pastureland,1114.9,72.7040816326531,CO
2,2015,Final,1987,Rangeland,24767.8,386.173469387755,CO
2,2015,Final,1987,Total rural land,41136.9,71.2755102040816,CO
2,2015,Final,1992,Cropland,8817.6,313.520408163265,CO
2,2015,Final,1992,CRP land,1912.7,NA,CO
2,2015,Final,1992,Forest land,3653.7,225.408163265306,CO
2,2015,Final,1992,Other rural land,717.9,82.3979591836735,CO
2,2015,Final,1992,Pastureland,1134.6,76.9897959183673,CO
2,2015,Final,1992,Rangeland,24683.3,389.84693877551,CO
2,2015,Final,1992,Total rural land,40919.8,76.530612244898,CO
2,2015,Final,1997,Cropland,8739.4,305.561224489796,CO
2,2015,Final,1997,CRP land,1890.1,NA,CO
2,2015,Final,1997,Forest land,3620.3,224.336734693878,CO
2,2015,Final,1997,Other rural land,711,84.7959183673469,CO
2,2015,Final,1997,Pastureland,1153.8,75.4591836734694,CO
2,2015,Final,1997,Rangeland,24694.9,383.928571428571,CO
2,2015,Final,1997,Total rural land,40809.5,84.4387755102041,CO
2,2015,Final,2002,Cropland,8202.9,298.214285714286,CO
2,2015,Final,2002,CRP land,2201.2,NA,CO
2,2015,Final,2002,Forest land,3537.1,217.397959183673,CO
2,2015,Final,2002,Other rural land,745,83.0102040816327,CO
2,2015,Final,2002,Pastureland,1017.9,63.8265306122449,CO
2,2015,Final,2002,Rangeland,24858.2,363.112244897959,CO
2,2015,Final,2002,Total rural land,40562.3,98.265306122449,CO
2,2015,Final,2007,Cropland,7745.5,279.69387755102,CO
2,2015,Final,2007,CRP land,2446.6,NA,CO
2,2015,Final,2007,Forest land,3519.8,217.551020408163,CO
2,2015,Final,2007,Other rural land,774.8,83.0102040816327,CO
2,2015,Final,2007,Pastureland,1144.7,79.9489795918367,CO
2,2015,Final,2007,Rangeland,24760.7,364.285714285714,CO
2,2015,Final,2007,Total rural land,40392.1,102.19387755102,CO
2,2015,Final,2012,Cropland,7887.4,272.091836734694,CO
2,2015,Final,2012,CRP land,2125.6,NA,CO
2,2015,Final,2012,Forest land,3503.9,217.244897959184,CO
2,2015,Final,2012,Other rural land,788.9,82.2448979591837,CO
2,2015,Final,2012,Pastureland,1387.2,83.0102040816327,CO
2,2015,Final,2012,Rangeland,24594.4,348.214285714286,CO
2,2015,Final,2012,Total rural land,40287.4,102.65306122449,CO
2,2015,Final,2015,Cropland,8055.6,274.387755102041,CO
2,2015,Final,2015,CRP land,1843.4,NA,CO
2,2015,Final,2015,Forest land,3498.5,215.867346938776,CO
2,2015,Final,2015,Other rural land,856.9,91.2244897959184,CO
2,2015,Final,2015,Pastureland,1488.8,106.428571428571,CO
2,2015,Final,2015,Rangeland,24511.4,343.010204081633,CO
2,2015,Final,2015,Total rural land,40254.6,103.469387755102,CO
2,2015,Final,1982,Cropland,232.7,19.4387755102041,CT
2,2015,Final,1982,CRP land,NA,NA,CT
2,2015,Final,1982,Forest land,1754.1,29.4897959183673,CT
2,2015,Final,1982,Other rural land,110.5,12.0408163265306,CT
2,2015,Final,1982,Pastureland,116.7,12.1428571428571,CT
2,2015,Final,1982,Rangeland,0,NA,CT
2,2015,Final,1982,Total rural land,2214,18.0102040816327,CT
2,2015,Final,1987,Cropland,218,17.5,CT
2,2015,Final,1987,CRP land,0,NA,CT
2,2015,Final,1987,Forest land,1713.1,28.3673469387755,CT
